Num,Date,Open,High,Low,Close,Adj Close,Volume,LABEL
0,1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.0990577489137649,469033600,1.0
1,1980-12-15,0.1240514002740383,0.1242188014090061,0.1236607976257801,0.1236607976257801,0.0938898399472236,175884800,1.0
2,1980-12-16,0.11651211775839329,0.11656233809888362,0.11600433953106397,0.11600433953106397,0.0869985148310661,105728000,1.0
3,1980-12-17,0.11581273316591974,0.11621840191632504,0.11566039969772093,0.11566039969772093,0.089151807129383,86441600,1.0
4,1980-12-18,0.1179472221113741,0.11845952016934747,0.11790152207091446,0.11790152207091446,0.0917365476489067,73449600,1.0
5,1980-12-19,0.12366536149911579,0.12420965356476599,0.1236516514869779,0.1236516514869779,0.0973351076245307,48630400,1.0
6,1980-12-22,0.12967741158465296,0.1302320007170662,0.12967329858101156,0.12967329858101156,0.1020723581314086,37363200,1.0
7,1980-12-23,0.13538772066491767,0.13594470005289983,0.13538648676382525,0.13538648676382525,0.1063797026872634,46950400,1.0
8,1980-12-24,0.14217861652391528,0.14273631298856815,0.14217824635358756,0.14217824635358756,0.1119783073663711,48003200,-1.0
9,1980-12-26,0.15359098511939454,0.1541488967070486,0.15359087406829622,0.15359087406829622,0.1223148852586746,55574400,-1.0
10,1980-12-29,0.15857709586025834,0.15913507198481278,0.15857706254492884,0.15857706254492884,0.1240374445915222,93161600,-1.0
11,1980-12-30,0.15772932362378106,0.1578967164611474,0.15733872141173685,0.15733872141173685,0.1210229024291038,68880000,-1.0
12,1980-12-31,0.15435020205921074,0.15440041991042064,0.15384241874733925,0.15384241874733925,0.1175776422023773,35750400,-1.0
13,1981-01-02,0.1541176604555432,0.15491393110742258,0.15396532546198177,0.15396532546198177,0.1188696697354316,21660800,-1.0
14,1981-01-05,0.1520948951639647,0.15233377635952852,0.15165860244845092,0.15165860244845092,0.1162856295704841,35728000,-1.0
15,1981-01-06,0.1468001662253712,0.14687183058404035,0.14627867576245887,0.14627867576245887,0.1111169308423996,45158400,-1.0
16,1981-01-07,0.14091514970539135,0.14093664901299208,0.14036809991825944,0.14036809991825944,0.1063797026872634,55686400,1.0
17,1981-01-08,0.13719664193891914,0.13720309173119938,0.1366419347853342,0.1366419347853342,0.1042263954877853,39827200,-1.0
18,1981-01-09,0.1407682900956375,0.14116082768157978,0.14060187794956203,0.14060187794956203,0.1098250225186348,21504000,-1.0
19,1981-01-12,0.141839784542653,0.1419575458184357,0.1410086660331268,0.1410086660331268,0.1089636981487274,23699200,-1.0
20,1981-01-13,0.1382552376866141,0.13829056606934892,0.13761529948549797,0.13761529948549797,0.1050877198576927,23049600,-1.0
21,1981-01-14,0.13717987362980244,0.1375810747928811,0.1369878921694676,0.1369878921694676,0.1055184453725814,14291200,-1.0
22,1981-01-15,0.1388102672232371,0.13971182243786434,0.13875267278513667,0.13875267278513667,0.1076716929674148,14067200,-1.0
23,1981-01-16,0.1389087826530093,0.13917924921739747,0.138500901673321,0.138500901673321,0.1068103983998298,13395200,-1.0
24,1981-01-19,0.14440673263430454,0.1448784752518792,0.14428436834039804,0.14428436834039804,0.1132702678442001,41574400,-1.0
25,1981-01-20,0.14332191995251134,0.14346344273778372,0.14289460801608117,0.14289460801608117,0.1098250225186348,30083200,-1.0
26,1981-01-21,0.1445588763101934,0.14538252801147866,0.14443068272926435,0.14443068272926435,0.1119783073663711,15904000,-1.0
27,1981-01-22,0.14610176073145978,0.1471300615383618,0.14606330265718107,0.14606330265718107,0.1132702678442001,35548800,-1.0
28,1981-01-23,0.14656462605783968,0.14726371894816848,0.14616248598729786,0.14616248598729786,0.1128395572304725,11222400,-1.0
29,1981-01-26,0.1451410854935337,0.14535081336063232,0.14462984082411295,0.14462984082411295,0.1111169308423996,24640000,-1.0
30,1981-01-27,0.1443234206759837,0.14438633903611328,0.14338885240945387,0.14338885240945387,0.110255591571331,23699200,-1.0
31,1981-01-28,0.1405627286888333,0.14058160419687216,0.13989175556061614,0.13989175556061614,0.1068103983998298,28156800,-1.0
32,1981-01-29,0.13591911811998997,0.13592478077240164,0.13532722353326662,0.13532722353326662,0.1029344424605369,43904000,-1.0
33,1981-01-30,0.12983813559821694,0.12983983439394045,0.12887936192568356,0.12887936192568356,0.0973351076245307,46188800,-1.0
34,1981-02-02,0.12254544027391504,0.1225459499126321,0.12186721073930325,0.12186721073930325,0.0917365476489067,23766400,-1.0
35,1981-02-03,0.12309183456821268,0.12348258489267958,0.12288836570782914,0.12288836570782914,0.095181830227375,19152000,-1.0
36,1981-02-04,0.12638055318094196,0.12688837049572746,0.1263195125228269,0.1263195125228269,0.0986270755529403,27865600,-1.0
37,1981-02-05,0.12736716876476073,0.12830070882490002,0.12734885656732622,0.12734885656732622,0.0986270755529403,7929600,-1.0
38,1981-02-06,0.1280537456573518,0.1287244103236518,0.12804825199812145,0.12804825199812145,0.0990577489137649,13865600,-1.0
39,1981-02-09,0.1243537235349855,0.12455492293487551,0.12357087535610642,0.12357087535610642,0.0938898399472236,16755200,-1.0
40,1981-02-10,0.12246251681716563,0.12291347928539084,0.12222766236350191,0.12222766236350191,0.0938898399472236,18345600,-1.0
41,1981-02-11,0.11955155455848968,0.11968684329895724,0.11909050078953876,0.11909050078953876,0.0908752307295799,13843200,-1.0
42,1981-02-12,0.11789706579977689,0.11793765242191716,0.11736744815637334,0.11736744815637334,0.0900131464004516,14560000,-1.0
43,1981-02-13,0.11583762014548304,0.11584979613212512,0.114897534771352,0.114897534771352,0.0878598615527153,11155200,-1.0
44,1981-02-17,0.11639158396315663,0.11678653827186752,0.11610955835091732,0.11610955835091732,0.0900131464004516,12275200,-1.0
45,1981-02-18,0.12007387494561697,0.12097356131934023,0.11998926726194518,0.11998926726194518,0.0938898399472236,19241600,-1.0
46,1981-02-19,0.11649066288923507,0.11676056880135205,0.11607467793587534,0.11607467793587534,0.0882904753088951,22310400,-1.0
47,1981-02-20,0.11111910143391868,0.11120007320755376,0.11060370329965255,0.11060370329965255,0.0835532397031784,24371200,-1.0
48,1981-02-23,0.11028882786302739,0.11070372204337611,0.11013420842274754,0.11013420842274754,0.0848452374339103,14112000,-1.0
49,1981-02-24,0.1080867481966882,0.10821121645079282,0.10725916228349425,0.10725916228349425,0.0818305984139442,16979200,1.0
50,1981-02-25,0.11133212470233639,0.11176006261141963,0.11108384892837822,0.11108384892837822,0.0869985148310661,19488000,1.0
51,1981-02-26,0.1134775351679927,0.11399651918897585,0.11340305243580523,0.11340305243580523,0.0882904753088951,10841600,-1.0
52,1981-02-27,0.11685606006373779,0.1177929553511427,0.11683371524408155,0.11683371524408155,0.0913058817386627,14761600,-1.0
53,1981-03-02,0.11826022018071952,0.11893188619979277,0.11825351673482265,0.11825351673482265,0.0917365476489067,11760000,1.0
54,1981-03-03,0.11790026813470406,0.11810176794042601,0.11750765445267679,0.11750765445267679,0.0904445350170135,16172800,1.0
55,1981-03-04,0.11701037835992294,0.11707082830163953,0.11650199682246298,0.11650199682246298,0.089582473039627,13708800,1.0
56,1981-03-05,0.11635281399463683,0.1163709489771518,0.11580969688514064,0.11580969688514064,0.089151807129383,5376000,-1.0
